,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,Electrical,GarageType,SaleType,SaleCondition,Age,GarageArea,TotalSF,MasVnrArea,WoodDeckSF,BsmtFinSF1,2ndFlrSF,BsmtFinSF2,MiscVal,LotArea,SalePrice
1196,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,New,Partial,0,660,2742,0.0,100,0,984,0,0,14054,219210
1197,RM,Pave,Bnk,AllPub,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,SBrkr,Detchd,ConLw,Normal,56,225,2505,0.0,0,0,875,0,0,8850,144000
1198,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,8,573,2424,0.0,356,0,0,0,0,9100,178000
1199,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,27,459,2433,51.0,0,547,0,0,0,11235,148000
1200,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,Oth,Abnorml,36,280,1728,0.0,0,0,0,0,0,9353,116050
1201,RL,Pave,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,11,546,2645,0.0,198,0,913,0,0,10400,197900
1202,RM,Pave,Lvl,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,12,216,2232,0.0,0,0,464,0,0,6000,117000
1203,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,8,451,3260,171.0,74,0,0,0,0,9750,213000
1204,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,31,495,2130,0.0,0,788,0,0,0,10140,153500
1205,RL,Pave,Lvl,AllPub,CulDSac,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,18,701,4354,234.0,84,485,0,177,0,14684,271900
1206,RH,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,40,384,2112,0.0,0,1056,0,0,0,8900,107000
1207,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,544,3382,120.0,192,340,0,0,0,9135,200000
1208,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,28,506,2214,0.0,0,504,0,108,0,7763,140000
1209,RL,Pave,Lvl,AllPub,CulDSac,Somerst,RRNn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,500,3320,420.0,322,1220,0,0,0,10182,290000
1210,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,Attchd,WD,Normal,18,462,2900,0.0,635,0,790,0,400,11218,189000
1211,RL,Pave,Bnk,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,Wood,GasA,SBrkr,Basment,WD,Normal,5,492,2311,0.0,325,427,672,0,0,12134,164000
1212,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,59,234,1344,0.0,0,344,0,0,0,9340,113000
1213,RL,Pave,Lvl,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,5,364,1608,0.0,88,648,0,0,0,10246,145000
1214,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,44,300,1924,0.0,150,784,0,0,0,10205,134500
1215,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,41,384,1788,0.0,0,180,0,374,0,7094,125000
1216,RM,Pave,Lvl,AllPub,Inside,Sawyer,RRAe,Norm,Duplex,1.5Fin,Gable,CompShg,VinylSd,VinylSd,Slab,GasA,SBrkr,Attchd,WD,Normal,32,539,1902,0.0,0,0,584,0,0,8930,112000
1217,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,New,Partial,0,552,2614,72.0,135,936,0,0,0,8640,229456
1218,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,Slab,GasA,SBrkr,,WD,Normal,56,0,912,0.0,0,0,240,0,0,6240,80500
1219,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,SBrkr,,WD,Abnorml,35,0,1890,236.0,201,0,546,0,0,1680,91500
1220,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Abnorml,42,288,1824,0.0,0,312,0,600,0,7800,115000
1221,RL,Pave,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,40,322,2163,0.0,0,250,0,492,0,8250,134000
1222,RL,Pave,Lvl,AllPub,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,57,315,2886,320.0,0,196,678,0,0,10496,143000
1223,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseA,Detchd,WD,Normal,55,528,4272,44.0,0,756,0,0,0,10680,137900
1224,RL,Pave,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,388,2278,0.0,100,724,702,0,0,15384,184000
1225,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,49,264,1726,63.0,224,507,0,0,0,10482,145000
1226,RL,Pave,Lvl,AllPub,CulDSac,Somerst,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,1,668,2827,74.0,100,0,1039,0,0,14598,214000
1227,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,0,576,1824,300.0,0,595,0,0,0,8872,147000
1228,RL,Pave,Lvl,AllPub,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,1052,3404,766.0,0,1540,0,0,0,8769,367294
1229,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,BrkFace,HdBoard,CBlock,GasA,SBrkr,Basment,WD,Normal,48,404,2582,0.0,0,666,0,0,0,7910,127000
1230,RL,Pave,Lvl,AllPub,Inside,Sawyer,Feedr,RRAe,Duplex,1.5Fin,Shed,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,BuiltIn,WD,Normal,30,600,3981,1.0,155,498,1259,211,8300,18890,190000
1231,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,Duplex,SLvl,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,44,540,2296,120.0,0,803,0,0,0,7728,132500
1232,RL,Pave,Lvl,AllPub,FR2,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,Slab,GasA,SBrkr,CarPort,WD,Normal,45,462,1224,0.0,0,0,0,0,0,9842,101800
1233,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,COD,Abnorml,51,531,2376,180.0,0,1000,0,0,0,12160,142000
1234,RH,Pave,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,FuseA,,WD,Abnorml,58,0,2904,0.0,0,0,940,0,0,8525,130000
1235,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,FuseF,Detchd,WD,Normal,56,180,2531,0.0,203,0,892,0,0,13132,138887
1236,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,PConc,GasA,SBrkr,BuiltIn,WD,Normal,7,474,2390,106.0,0,0,862,0,0,2628,175500
1237,RL,Pave,Lvl,AllPub,FR2,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,1,434,2795,0.0,100,0,1101,0,0,12393,195000
1238,RL,Pave,Lvl,AllPub,Inside,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Detchd,WD,Abnorml,1,484,2282,0.0,0,0,0,0,0,13072,142500
1239,RL,Pave,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,1,472,2960,32.0,120,428,0,0,0,9037,265900
1240,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,5,543,2652,252.0,0,550,884,0,0,8158,224900
1241,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,954,3378,0.0,0,0,0,0,0,9849,248328
1242,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Family,36,528,2226,81.0,0,885,0,168,0,10625,170000
1243,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,850,4152,,216,1386,0,0,0,13891,465000
1244,RL,Pave,HLS,AllPub,Corner,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,BrkFace,Stucco,PConc,GasA,SBrkr,Detchd,WD,Normal,56,400,2309,0.0,0,0,725,0,0,11435,230000
1245,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,BuiltIn,WD,Abnorml,4,477,2453,74.0,268,0,728,0,0,12090,178000
1246,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,615,2309,0.0,0,0,797,0,0,8125,186500
1247,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,34,888,2046,335.0,0,539,0,0,0,12328,169900
1248,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,AsbShng,AsbShng,BrkTil,OthW,SBrkr,Detchd,WD,Normal,58,396,2793,0.0,0,319,924,0,0,9600,129500
1249,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,57,276,1864,0.0,0,534,0,96,0,7200,119000
1250,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,CBlock,GasA,SBrkr,Attchd,WD,Normal,42,522,4220,0.0,0,1065,0,0,0,11160,244000
1251,RL,Pave,Lvl,AllPub,Corner,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,Wd Shng,PConc,GasA,SBrkr,Attchd,WD,Normal,3,478,2810,163.0,148,0,0,0,0,3136,171750
1252,RL,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,41,288,1738,0.0,33,510,0,0,600,9858,130000
1253,RL,Pave,Lvl,AllPub,Inside,Veenker,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,4,518,3359,0.0,220,125,651,1031,0,17542,294000
1254,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,4,397,2402,92.0,178,0,896,0,0,6931,165400
1255,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,FuseA,Detchd,WD,Normal,57,560,2251,0.0,0,425,408,0,0,6240,127500
1256,RL,Pave,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,14,691,3973,554.0,262,1314,0,0,0,14303,301500
1257,RL,Pave,Lvl,AllPub,Corner,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,,WD,Normal,59,0,1728,0.0,0,0,0,0,0,4060,99900
1258,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,3,400,2022,182.0,212,655,0,0,0,9587,190000
1259,RL,Pave,Lvl,AllPub,FR2,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,39,460,2108,0.0,180,602,0,438,0,9750,151000
1260,RL,Pave,Lvl,AllPub,CulDSac,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,10,502,2516,0.0,0,0,783,0,0,24682,181000
1261,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,53,338,2100,0.0,0,504,0,0,0,9600,128900
1262,RL,Pave,Lvl,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseA,Attchd,WD,Normal,20,304,2892,0.0,120,0,684,0,0,11250,161500
1263,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,FuseA,Detchd,WD,Normal,57,520,2588,0.0,0,0,764,0,0,13515,180500
1264,RH,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,COD,Abnorml,9,511,2742,0.0,144,266,0,0,0,4060,181000
1265,FV,Pave,Lvl,AllPub,FR3,Somerst,Norm,Norm,TwnhsE,2Story,Hip,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Detchd,WD,Normal,7,506,2143,218.0,0,450,739,0,0,3735,183900
1266,RM,Pave,Bnk,AllPub,Inside,OldTown,Feedr,Norm,2fmCon,2.5Unf,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseF,Detchd,WD,Normal,57,308,2814,0.0,0,0,925,0,0,10120,122000
1267,RL,Pave,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,CmentBd,PConc,GasA,SBrkr,Attchd,WD,Normal,1,746,4020,0.0,144,0,0,0,0,13214,378500
1268,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,CBlock,GasA,SBrkr,BuiltIn,WD,Normal,11,1014,4175,632.0,314,192,1479,0,0,14100,381000
1269,RL,Pave,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasW,FuseA,Attchd,WD,Normal,49,315,2398,180.0,0,460,650,0,0,11344,144000
1270,RL,Pave,Low,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,Shed,WdShake,Plywood,Plywood,PConc,GasA,SBrkr,Attchd,WD,Normal,31,586,2856,0.0,268,1258,192,0,0,23595,260000
1271,RL,Pave,Lvl,AllPub,Inside,NWAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,CBlock,GasA,SBrkr,Attchd,WD,Normal,41,462,2978,0.0,0,0,0,0,0,9156,185750
1272,RL,Pave,Lvl,AllPub,CulDSac,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,41,288,1870,114.0,180,560,0,375,0,13526,137000
1273,RL,Pave,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Basment,WD,Normal,2,312,2376,84.0,0,719,0,0,0,11512,177000
1274,RL,Pave,Lvl,AllPub,Corner,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,PConc,GasA,SBrkr,Detchd,WD,Normal,4,552,1911,0.0,242,0,589,0,0,5362,139000
1275,RL,Pave,Lvl,AllPub,Corner,NAmes,Feedr,Norm,Duplex,2Story,Gable,Roll,AsbShng,AsbShng,CBlock,GasA,FuseA,Detchd,WD,Normal,57,400,2848,567.0,0,220,992,0,0,11345,137000
1276,RL,Pave,Lvl,AllPub,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,37,497,2118,0.0,294,593,660,0,0,12936,162000
1277,RL,Pave,Lvl,AllPub,CulDSac,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,33,480,3404,359.0,0,528,0,0,0,17871,197900
1278,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,6,577,3159,,0,804,903,0,0,9473,237000
1279,C (all),Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,FuseA,Detchd,COD,Abnorml,60,528,1826,0.0,30,0,430,0,0,7500,68400
1280,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,7,544,3146,110.0,0,788,0,0,0,9808,227000
1281,RL,Pave,Lvl,AllPub,CulDSac,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,16,484,2648,54.0,0,1053,0,0,0,8049,180000
1282,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,1,484,2080,0.0,0,532,0,144,0,8800,150500
1283,RL,Pave,Low,AllPub,Corner,Mitchel,Norm,Norm,Duplex,2Story,Mansard,CompShg,MetalSd,Wd Shng,CBlock,GasA,SBrkr,,WD,Normal,39,0,2736,0.0,128,0,912,0,0,9400,139000
1284,RL,Pave,Lvl,AllPub,Inside,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,PConc,GasA,SBrkr,Detchd,WD,Normal,20,336,3251,0.0,272,0,748,0,0,9638,169000
1285,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,FuseF,Detchd,WD,Normal,59,280,2192,0.0,45,0,587,0,0,6000,132500
1286,RL,Pave,Lvl,AllPub,Inside,NWAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,47,528,2656,451.0,0,569,0,81,0,9790,143000
1287,RL,Pave,Low,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,42,390,3206,621.0,168,812,0,0,0,36500,190000
1288,RL,Pave,Lvl,AllPub,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,WD,Normal,9,499,3160,0.0,212,1158,0,0,0,5664,278000
1289,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,New,Partial,0,753,3055,788.0,177,0,850,0,0,11065,281000
1290,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,46,484,2304,86.0,227,1014,0,0,0,14112,180500
1291,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,SBrkr,Detchd,WD,Normal,37,264,1932,268.0,185,231,672,0,0,1680,119500
1292,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,GasA,SBrkr,Attchd,WD,Normal,44,432,3366,0.0,0,0,994,0,0,6600,107500
1293,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,30,528,2496,0.0,0,194,832,0,0,10140,162900
1294,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,WdShing,Plywood,CBlock,GasA,SBrkr,Detchd,WD,Normal,16,572,1728,0.0,0,167,0,0,0,8172,115000
1295,RL,Pave,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,38,288,2104,168.0,356,1016,0,0,0,8400,138500
1296,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,45,525,2248,148.0,192,776,0,0,0,8700,155000
1297,RM,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,TwnhsE,SFoyer,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Basment,New,Partial,0,525,1619,82.0,0,547,0,0,0,3675,140000
1299,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,CBlock,GasA,SBrkr,Attchd,WD,Normal,16,305,2492,0.0,218,340,0,906,0,7500,154000
1300,RL,Pave,Lvl,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,10,490,2961,344.0,0,694,978,0,0,10762,225000
1301,RL,Pave,Bnk,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,59,213,2265,0.0,0,547,741,0,0,7500,177500
1302,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,12,844,3691,391.0,309,740,1323,0,0,10120,290000
1303,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,1,834,3232,228.0,208,0,0,0,0,8688,232000
1304,RM,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Detchd,WD,Normal,2,380,2684,117.0,0,0,732,0,0,3363,130000
1305,RL,Pave,Lvl,AllPub,Corner,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,2,840,3304,300.0,404,1572,0,0,0,13173,325000
1306,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,0,474,2736,94.0,132,0,0,0,0,6955,202500
1307,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Detchd,WD,Normal,14,480,1980,0.0,0,746,0,0,0,8072,138000
1308,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,3,528,2046,0.0,0,144,0,608,0,12000,147000
