,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold,Scaled_OverallQal,Scaled_SalePrice
1323,1324,30,RL,50.0,5330,Pave,,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,280,Unf,0,140,GasA,Gd,Y,SBrkr,708,0,0,2,1,Fa,5,Typ,0,,,,,0,0,,,Y,164,0,,,,0,2009,WD,Normal,82500,1128,0,1.0,-2.4492935982947064e-16,1.0,-1.526837126882538,-1.2398427660522107
1324,1325,20,RL,75.0,9986,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1795,GasA,Ex,Y,SBrkr,1795,0,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,895,TA,TA,Y,0,0,,,,0,2007,New,Partial,147000,3590,49,2.0,0.8660254037844386,0.5000000000000001,1.3866684726113547,-0.4265055680479219
1325,1326,30,RM,40.0,3636,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,796,GasA,Fa,N,SBrkr,796,0,0,2,1,TA,5,Typ,0,,,,,0,0,,,N,0,0,,MnPrv,,0,2008,WD,Normal,55000,1592,100,1.0,0.5,0.8660254037844387,-1.526837126882538,-1.5866144396199306
1326,1327,30,RH,70.0,4270,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,0,GasA,Ex,Y,SBrkr,774,0,0,3,1,Gd,6,Typ,0,,,,,0,0,,,Y,0,0,,,,0,2007,WD,Normal,79000,1318,286,1.0,0.5,-0.8660254037844387,-2.255213526756011,-1.2839773426881023
1327,1328,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,0,175,GasA,Ex,Y,SBrkr,816,0,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,1,264,TA,TA,Y,0,0,,MnPrv,,0,2008,WD,Normal,130500,1632,0,1.5,-0.8660254037844386,0.5000000000000001,-0.7984607270090649,-0.6345685721885539
1328,1329,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,0,1017,GasW,Ex,Y,SBrkr,1584,1208,0,5,1,TA,8,Mod,2,TA,Detchd,1920.0,Unf,2,520,Fa,TA,Y,0,0,,MnPrv,Shed,1150,2008,WD,Normal,256000,4302,1027,2.0,1.2246467991473532e-16,-1.0,-0.07008432713559168,0.9479712471841321
1329,1330,60,RL,63.0,9084,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,935,GasA,Gd,Y,SBrkr,955,677,0,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,462,TA,TA,Y,0,0,,,,0,2006,WD,Normal,176500,2567,28,2.5,1.2246467991473532e-16,-1.0,0.6582920727378816,-0.054514136402549464
1330,1331,20,RL,85.0,10000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,1588,GasA,Ex,Y,SBrkr,1588,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,825,TA,TA,Y,144,0,,,,0,2007,WD,Normal,227000,3176,45,2.0,-2.4492935982947064e-16,1.0,1.3866684726113547,0.5822847550581728
1331,1332,80,RL,55.0,10780,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483,Unf,0,428,GasA,Gd,Y,SBrkr,954,0,0,3,1,TA,6,Typ,0,,Detchd,1976.0,Unf,2,576,TA,TA,Y,0,0,,,,0,2006,WD,Normal,132500,1865,0,1.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.6093488141109015
1332,1333,20,RL,67.0,8877,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,0,126,GasA,Ex,Y,SBrkr,816,0,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1,288,Fa,Fa,Y,0,0,,,,0,2009,WD,Normal,100000,1632,0,2.0,0.5,-0.8660254037844387,-1.526837126882538,-1.0191698828727525
1333,1334,50,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,803,GasA,Ex,Y,SBrkr,803,557,0,2,1,Gd,6,Typ,0,,Detchd,1951.0,Unf,1,297,TA,TA,Y,0,0,,MnPrv,,0,2006,WD,Normal,125500,2163,255,1.5,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.6976179673826848
1334,1335,160,RM,24.0,2368,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,,312.0,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,0,0,GasA,TA,Y,SBrkr,765,600,0,3,1,TA,7,Min1,0,,Attchd,1970.0,Unf,2,440,TA,TA,Y,0,0,,,,0,2009,WD,Normal,125000,2130,36,1.5,0.5,-0.8660254037844387,-0.7984607270090649,-0.7039229069020979
1335,1336,20,RL,80.0,9650,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686,Unf,0,664,GasA,TA,Y,SBrkr,1334,0,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,630,TA,TA,Y,0,0,,,,0,2009,WD,Normal,167900,2684,16,2.5,0.8660254037844387,-0.4999999999999998,-0.07008432713559168,-0.16295909613645465
1336,1337,90,RL,87.0,9246,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1656,GasA,TA,Y,SBrkr,1656,0,0,4,2,TA,8,Typ,0,,Detchd,1973.0,Unf,2,506,TA,TA,Y,0,0,,,,0,2008,WD,Normal,135000,3312,211,2.0,-0.5000000000000004,0.8660254037844384,-0.7984607270090649,-0.577824116513836
1337,1338,30,RM,153.0,4118,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,693,Grav,Fa,N,FuseA,693,0,0,2,1,Fa,4,Typ,0,,,,,0,0,,,N,0,0,,,,0,2006,WD,Normal,52500,1386,20,1.0,1.0,6.123233995736766e-17,-1.526837126882538,-1.6181391372169962
1338,1339,60,RL,95.0,13450,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,216,GasA,Ex,Y,SBrkr,920,941,0,3,1,Gd,8,Typ,0,,BuiltIn,2002.0,RFn,2,492,TA,TA,Y,146,0,,,,0,2006,WD,Normal,200000,2777,91,3.5,1.2246467991473532e-16,-1.0,0.6582920727378816,0.24181802100986585
1339,1340,20,RL,120.0,9560,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,360,Unf,0,504,GasA,Ex,Y,SBrkr,864,0,0,3,1,TA,5,Typ,0,,Attchd,1972.0,RFn,1,288,TA,TA,Y,0,0,,,,0,2006,WD,Normal,128500,1728,0,1.0,1.2246467991473532e-16,-1.0,-0.7984607270090649,-0.6597883302662062
1340,1341,20,RL,70.0,8294,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,858,GasA,TA,Y,SBrkr,872,0,0,3,1,TA,5,Typ,0,,Detchd,1974.0,Unf,4,480,TA,TA,Y,0,0,,GdWo,,0,2007,WD,Normal,123000,1730,0,1.0,1.2246467991473532e-16,-1.0,-1.526837126882538,-0.7291426649797502
1341,1342,20,RL,66.0,13695,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,814,Unf,0,300,GasA,Ex,Y,SBrkr,1114,0,0,3,1,Gd,6,Typ,0,,Detchd,2004.0,Unf,2,576,TA,TA,Y,0,0,,,,0,2008,WD,Normal,155000,2228,78,2.0,-0.4999999999999997,-0.8660254037844388,-0.07008432713559168,-0.32562653573731243
1342,1343,60,RL,,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,149.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1284,GasA,Ex,Y,SBrkr,1284,885,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,647,TA,TA,Y,192,0,,,,0,2007,WD,Normal,228500,3453,87,2.5,-0.8660254037844384,-0.5000000000000004,1.3866684726113547,0.6011995736164121
1343,1344,50,RL,57.0,7558,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,896,GasA,Gd,Y,SBrkr,1172,741,0,3,1,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2,342,Fa,Fa,Y,0,0,,,,0,2009,WD,Normal,177000,2809,0,1.5,1.0,6.123233995736766e-17,-0.07008432713559168,-0.04820919688313637
1344,1345,60,RL,85.0,11103,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,GasA,Ex,Y,SBrkr,728,728,0,3,1,Gd,8,Typ,1,TA,Attchd,2006.0,Fin,2,440,TA,TA,Y,0,0,,,,0,2007,New,Partial,155835,2184,0,2.5,-0.4999999999999997,-0.8660254037844388,0.6582920727378816,-0.3150972867398925
1345,1346,30,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,ALQ,250,Unf,0,710,GasA,Gd,Y,FuseA,960,0,0,2,1,Fa,5,Typ,0,,Detchd,1997.0,Unf,1,308,TA,TA,Y,0,0,,,,0,2007,WD,Normal,108500,1920,168,1.0,-0.4999999999999997,-0.8660254037844388,-1.526837126882538,-0.91198591104273
1346,1347,20,RL,,20781,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,297,Rec,68,1203,GasA,TA,Y,SBrkr,2156,0,0,3,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,508,Gd,TA,Y,0,0,,,,0,2006,WD,Normal,262500,3724,370,2.0,1.2246467991473532e-16,-1.0,0.6582920727378816,1.0299354609365023
1347,1348,20,RL,93.0,15306,Pave,,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,80,Unf,0,1652,GasA,Ex,Y,SBrkr,1776,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,712,TA,TA,Y,0,0,,,,0,2007,New,Partial,283463,3508,0,3.0,0.5,-0.8660254037844387,1.3866684726113547,1.2942763552274157
1348,1349,20,RL,,16196,Pave,,IR3,Low,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1443,Unf,0,39,GasA,Ex,Y,SBrkr,1494,0,0,3,1,Gd,5,Typ,1,Fa,Attchd,1998.0,RFn,2,514,TA,TA,Y,402,0,,,,0,2007,WD,Normal,215000,2976,25,3.0,-0.8660254037844384,-0.5000000000000004,0.6582920727378816,0.4309662065922586
1349,1350,70,RM,50.0,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259,Unf,0,425,OthW,Fa,N,SBrkr,938,1215,205,4,1,TA,8,Typ,0,,,,,0,0,,,Y,0,0,,,,0,2008,WD,Normal,122000,3042,74,2.0,-2.4492935982947064e-16,1.0,1.3866684726113547,-0.7417525440185765
1350,1351,90,RL,91.0,11643,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,TA,TA,CBlock,TA,TA,No,LwQ,500,Unf,0,748,GasA,TA,Y,SBrkr,1338,1296,0,6,2,TA,12,Typ,0,,Detchd,1969.0,Unf,4,968,TA,TA,Y,0,0,,,,0,2009,WD,Normal,200000,3882,0,4.5,-0.8660254037844384,-0.5000000000000004,-0.7984607270090649,0.24181802100986585
1351,1352,60,RL,70.0,9247,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,319,Unf,0,539,GasA,Ex,Y,SBrkr,858,858,0,4,1,TA,8,Typ,1,Gd,Attchd,1962.0,Fin,2,490,TA,TA,Y,0,0,,,,0,2008,WD,Normal,171000,2574,204,1.5,1.0,6.123233995736766e-17,-0.07008432713559168,-0.12386847111609348
1352,1353,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,698,GasA,TA,Y,SBrkr,786,390,0,2,1,TA,4,Typ,0,,Detchd,1999.0,Unf,2,624,TA,TA,N,210,0,,,,0,2009,WD,Normal,134900,1874,0,1.0,-0.4999999999999997,-0.8660254037844388,-0.07008432713559168,-0.5790851044177187
1353,1354,50,RL,56.0,14720,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,TA,Av,GLQ,816,Unf,0,1217,GasA,Ex,Y,SBrkr,2053,1185,0,4,1,Gd,9,Typ,1,Ex,Attchd,1996.0,Fin,3,666,TA,TA,Y,283,0,,,,0,2010,WD,Normal,410000,5271,86,3.5,1.0,6.123233995736766e-17,1.3866684726113547,2.8898926191633643
1354,1355,60,RL,,10316,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,735,Unf,0,257,GasA,Ex,Y,SBrkr,992,873,0,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,3,839,TA,TA,Y,0,0,,,,0,2008,WD,Normal,235000,2857,184,3.5,1.2246467991473532e-16,-1.0,0.6582920727378816,0.6831637873687822
1355,1356,80,RL,102.0,10192,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,570,GasA,Gd,Y,SBrkr,1222,698,0,4,1,Gd,8,Typ,1,TA,Attchd,1968.0,RFn,2,487,TA,TA,Y,0,0,,GdPrv,,0,2006,WD,Normal,170000,2490,98,3.0,-1.0,-1.8369701987210292e-16,0.6582920727378816,-0.13647835015491966
1356,1357,20,RL,,9477,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,65.0,TA,TA,CBlock,TA,TA,No,Rec,340,Unf,0,524,GasA,TA,Y,SBrkr,892,0,0,3,1,TA,5,Typ,0,,Attchd,1966.0,RFn,1,264,TA,TA,Y,0,0,,GdWo,,0,2008,WD,Normal,110000,1756,0,1.0,-0.8660254037844386,0.5000000000000001,-0.7984607270090649,-0.8930710924844907
1357,1358,20,RL,,12537,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1971,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,734,Unf,0,344,GasA,Ex,Y,SBrkr,1078,0,0,3,1,TA,6,Typ,1,Fa,Attchd,1971.0,Fin,2,500,TA,TA,Y,0,0,,,,0,2010,WD,Normal,149900,2156,0,2.5,0.8660254037844387,-0.4999999999999998,-0.7984607270090649,-0.38993691883532594
1358,1359,160,FV,,2117,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,378,Unf,0,378,GasA,Ex,Y,SBrkr,769,804,0,3,1,Gd,5,Typ,0,,Detchd,2000.0,Unf,2,440,TA,TA,Y,0,0,,,,0,2010,WD,Normal,177500,2329,32,2.5,1.2246467991473532e-16,-1.0,-0.07008432713559168,-0.04190425736372328
1359,1360,20,RL,129.0,16737,Pave,,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,66.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1447,Unf,0,533,GasA,Ex,Y,SBrkr,1980,0,0,3,1,Ex,8,Typ,1,Gd,Attchd,2004.0,Fin,3,770,TA,TA,Y,194,0,,,,0,2006,WD,Normal,315000,3960,45,3.0,-1.0,-1.8369701987210292e-16,2.115044872484828,1.691954110474877
1360,1361,70,RL,51.0,9842,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,612,GasA,Ex,Y,SBrkr,990,1611,0,4,1,TA,8,Typ,0,,BuiltIn,1998.0,RFn,2,621,TA,TA,Y,183,0,,,,0,2008,WD,Normal,189000,3213,301,3.5,0.5,-0.8660254037844387,-0.7984607270090649,0.10310935158277783
1361,1362,20,RL,124.0,16158,Pave,,IR1,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Ex,TA,Av,ALQ,1274,Unf,0,256,GasA,Ex,Y,SBrkr,1530,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,430,TA,TA,Y,168,0,,,,0,2009,WD,Normal,260000,3060,36,3.0,1.2246467991473532e-16,-1.0,0.6582920727378816,0.9984107633394368
1362,1363,50,RL,,12513,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1920,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,BrkTil,TA,Fa,No,Unf,0,Unf,0,715,GasA,Gd,Y,SBrkr,1281,457,0,4,1,TA,7,Typ,1,Gd,Attchd,1920.0,Unf,1,368,TA,TA,Y,55,0,,,,0,2009,WD,Normal,104900,2453,0,2.0,1.2246467991473532e-16,-1.0,-1.526837126882538,-0.9573814755825042
1363,1364,60,RL,73.0,8499,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,616,GasA,Ex,Y,SBrkr,616,796,0,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2,432,TA,TA,Y,0,0,,,,0,2007,New,Partial,156932,2028,36,2.5,1.0,6.123233995736766e-17,-0.07008432713559168,-0.3012642494343002
1364,1365,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,GasA,Ex,Y,SBrkr,520,600,80,2,1,Gd,4,Typ,0,,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,0,,,,0,2006,WD,Abnorml,144152,1800,166,2.5,0.8660254037844387,-0.4999999999999998,0.6582920727378816,-0.46241850355049885
1365,1366,60,FV,,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,533,Unf,0,281,GasA,Ex,Y,SBrkr,814,860,0,3,1,Gd,7,Typ,0,,Attchd,2000.0,RFn,2,663,TA,TA,Y,0,0,,,,0,2010,WD,Normal,216000,2488,96,3.5,0.5,0.8660254037844387,0.6582920727378816,0.44357608563108475
1366,1367,60,RL,68.0,9179,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,No,GLQ,633,Unf,0,240,GasA,Ex,Y,SBrkr,882,908,0,3,1,Gd,7,Typ,0,,Attchd,1999.0,RFn,2,588,TA,TA,Y,0,0,,,,0,2008,WD,Abnorml,193000,2663,88,3.5,1.2246467991473532e-16,-1.0,0.6582920727378816,0.15354886773808257
1367,1368,160,RM,41.0,2665,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,PConc,TA,TA,No,ALQ,548,Rec,173,36,GasA,Ex,Y,SBrkr,925,550,0,4,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,1,336,TA,TA,Y,104,0,,,,0,2006,WD,Normal,127000,2232,26,2.0,-0.4999999999999997,-0.8660254037844388,-0.7984607270090649,-0.6787031488244455
1368,1369,120,RM,,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685,Unf,0,163,GasA,Ex,Y,SBrkr,848,0,0,1,1,Gd,4,Typ,0,,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,,,,0,2009,WD,Normal,144000,1696,0,2.0,1.2246467991473532e-16,-1.0,-0.07008432713559168,-0.4643352051644004
1369,1370,20,RL,48.0,10635,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370,GLQ,972,315,GasA,Ex,Y,SBrkr,1668,0,0,3,1,Gd,8,Typ,1,TA,Attchd,2003.0,Fin,2,502,TA,TA,Y,0,0,,,,0,2010,WD,Normal,232000,3325,262,3.0,0.5,-0.8660254037844387,1.3866684726113547,0.6453341502523037
1370,1371,50,RL,90.0,5400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,,0.0,Fa,TA,PConc,TA,TA,No,ALQ,315,Rec,105,420,GasA,Ex,Y,SBrkr,840,534,0,2,1,TA,6,Typ,0,,Detchd,1967.0,Fin,1,338,TA,TA,Y,0,0,,,,0,2009,WD,Normal,105000,2214,198,1.0,-0.8660254037844386,0.5000000000000001,-1.526837126882538,-0.9561204876786216
